,0,num,name,period,,5,6
973,,974.,Frunzulicã Doru-Claudian,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=112&leg=2008&cam=2
974,,975.,Fudulicã Vasile,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=122&leg=1992&cam=2
975,,976.,Fuia Stelian,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=113&leg=2008&cam=2
976,,977.,Fuior Victor,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1055&leg=1996&cam=1
977,,978.,Fulga Gheorghe,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=108&leg=2000&cam=2
978,,979.,Fulgeanu-Moagher Laura-Mihaela,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=179&leg=2016&cam=2
979,,980.,Funar Gheorghe,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=43&leg=2004&cam=1
980,,981.,Furic Iarco,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=207&leg=2016&cam=2
981,,982.,Furo Iuliu Ioan,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=52&leg=2004&cam=2
982,,983.,Furtunã Mirela,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=117&leg=2016&cam=2
983,,984.,Gabor Gheorghe,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=114&leg=2008&cam=2
984,,985.,Gabrielescu Valentin Corneliu,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1056&leg=1996&cam=1
985,,986.,Gafar Cantemir,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=137&leg=1990&cam=2
986,,987.,Gaita Doru,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1057&leg=1996&cam=1
987,,988.,Galan Constantin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=137&leg=2012&cam=2
988,,989.,Galic Lia-Andreia,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=86&leg=1996&cam=2
989,,990.,Galin-Corini Vlad-Vladimir,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=124&leg=1992&cam=2
990,,991.,Gane Tudor,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=152&leg=1992&cam=1
991,,992.,Ganea Ion,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=56&leg=2016&cam=1
992,,993.,Ganþ Ovidiu Victor,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=118&leg=2016&cam=2
993,,994.,Gaspar Acsinte,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=109&leg=2000&cam=2
994,,995.,Gavaliugov Corneliu Dorin,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1058&leg=1996&cam=1
995,,996.,Gavra Ioan,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=316&leg=1996&cam=2
996,,997.,Gavrilaº Teodor,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=350&leg=1996&cam=2
997,,998.,Gavrilã Camelia,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=119&leg=2016&cam=2
998,,999.,Gavrilescu Graþiela Leocadia,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=120&leg=2016&cam=2
999,,1000.,Gavriliþã Bianca - Miruna,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=121&leg=2016&cam=2
1000,,1001.,Gazda Istvan,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=161&leg=1992&cam=1
1001,,1002.,Gazi Gherasim,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=332&leg=1996&cam=2
1002,,1003.,Gãinã Mihãiþã,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=122&leg=2016&cam=2
1003,,1004.,Gãinã Viorel,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=139&leg=1990&cam=2
1004,,1005.,Gãleteanu Monalisa,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=142&leg=2004&cam=2
1005,,1006.,Gãucan Constantin,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=44&leg=2004&cam=1
1006,,1007.,Gãvan Aurel,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=140&leg=1990&cam=2
1007,,1008.,Gãvãnescu Vicentiu,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1059&leg=1996&cam=1
1008,,1009.,Gâdea Adrian-Ionuþ,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=123&leg=2016&cam=2
1009,,1010.,Gâlea Ilie-Valer,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=32&leg=1990&cam=1
1010,,1011.,Gâtan Ilie,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=132&leg=1992&cam=2
1011,,1012.,Geantã Florian Daniel,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=141&leg=2012&cam=2
1012,,1013.,Gemil Tasin,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=127&leg=1992&cam=2
1013,,1014.,Geoanã Mircea Dan,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=70&leg=2012&cam=1
1014,,1015.,Georgescu Adrian,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=142&leg=1990&cam=2
1015,,1016.,Georgescu Costin,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=2&leg=1996&cam=2
1016,,1017.,Georgescu Filip,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=118&leg=2008&cam=2
1017,,1018.,Georgescu Florin,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=111&leg=2000&cam=2
1018,,1019.,Georgescu Ioan,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=144&leg=1990&cam=2
1019,,1020.,Georgescu Laura,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=351&leg=2016&cam=2
1020,,1021.,Georgescu Mihail Petre,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=126&leg=1996&cam=2
1021,,1022.,Georgescu Nicolae,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=124&leg=2016&cam=2
1022,,1023.,Georgescu Radu Cristian,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=46&leg=2004&cam=1
1023,,1024.,Gerea Andrei Dominic,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=125&leg=2016&cam=2
1024,,1025.,Gheciu Radu-Sever-Cristian,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=237&leg=1996&cam=2
1025,,1026.,Gheorghe Andrei Daniel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=126&leg=2016&cam=2
1026,,1027.,Gheorghe Constantin,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=128&leg=1992&cam=2
1027,,1028.,Gheorghe Constantin,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=47&leg=2004&cam=1
1028,,1029.,Gheorghe Florin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=143&leg=2012&cam=2
1029,,1030.,Gheorghe Tinel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=127&leg=2016&cam=2
1030,,1031.,Gheorghe Valeriu,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=73&leg=2004&cam=2
1031,,1032.,Gheorghiof Titu Nicolae,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=332&leg=2004&cam=2
1032,,1033.,Gheorghiu Adrian,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=116&leg=2000&cam=2
1033,,1034.,Gheorghiu Bogdan,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=128&leg=2016&cam=2
1034,,1035.,Gheorghiu Costel,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1060&leg=1996&cam=1
1035,,1036.,Gheorghiu Luminiþa,2004-2008,senator,,/pls/parlam/structura2015.mp?idm=162&leg=2004&cam=1
1036,,1037.,Gheorghiu Mihai,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=118&leg=1996&cam=2
1037,,1038.,Gheorghiu Viorel,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=117&leg=2000&cam=2
1038,,1039.,Ghera Giureci-Slobodan,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=129&leg=2016&cam=2
1039,,1040.,Gherasim Ion-Andrei,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=25&leg=1996&cam=2
1040,,1041.,Gherasim Vasile,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=121&leg=2008&cam=2
1041,,1042.,Gherman Dumitru,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=337&leg=2016&cam=2
1042,,1043.,Gherman Oliviu,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=22&leg=2000&cam=1
1043,,1044.,Gheþãu Gheorghe,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=432&leg=1990&cam=2
1044,,1045.,Ghibernea Dan,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=127&leg=1996&cam=2
1045,,1046.,Ghica Cristian,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=57&leg=2016&cam=1
1046,,1047.,Ghidãu Radu,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=7&leg=1996&cam=2
1047,,1048.,Ghiga Vasile,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=99&leg=1996&cam=2
1048,,1049.,Ghilea Gãvrilã,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=130&leg=2016&cam=2
1049,,1050.,Ghilea Sabin,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=129&leg=1992&cam=2
1050,,1051.,Ghinea  Cristian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=131&leg=2016&cam=2
1051,,1052.,Ghiorghioni Ionesie,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=109&leg=2004&cam=2
1052,,1053.,Ghiºe Ioan,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=72&leg=2012&cam=1
1053,,1054.,Ghitiu Paul,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1062&leg=1996&cam=1
1054,,1055.,Ghiþã Constantin,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=131&leg=1992&cam=2
1055,,1056.,Ghiþã Cornel,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=122&leg=2008&cam=2
1056,,1057.,Ghiþã Eugeniu,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=147&leg=1990&cam=2
1057,,1058.,Ghiþã Sebastian-Aurelian,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=146&leg=2012&cam=2
1058,,1059.,Ghiþã-Eftemie Stelian,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=123&leg=2008&cam=2
1059,,1060.,Ghiveciu Marian,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=147&leg=2012&cam=2
1060,,1061.,Gib Constantin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=148&leg=1990&cam=2
1061,,1062.,Gilia Claudia,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=339&leg=2016&cam=2
1062,,1063.,Ginculescu Mihail-Constantin,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=149&leg=1990&cam=2
1063,,1064.,Gingaraº Georgiu,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=119&leg=2000&cam=2
1064,,1065.,Gioacãº Jenicã,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=35&leg=1990&cam=1
1065,,1066.,Gioancã Eugen,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=141&leg=2016&cam=1
1066,,1067.,Gionea Vasile,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=150&leg=1990&cam=2
1067,,1068.,Gireadã Dumitru-Verginel,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=148&leg=2012&cam=2
1068,,1069.,Giugea Nicolae,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=132&leg=2016&cam=2
1069,,1070.,Giuglea ªtefan,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=120&leg=2000&cam=2
1070,,1071.,Giurescu Dinu,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=149&leg=2012&cam=2
1071,,1072.,Giurescu Dumitru,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=438&leg=1990&cam=2
1072,,1073.,Giurescu Ion,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=216&leg=2004&cam=2
1073,,1074.,Giurgea Nicolae,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=36&leg=1990&cam=1
1074,,1075.,Giurgiu Mircia,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=125&leg=2008&cam=2
1075,,1076.,Glãvan Gheorghe,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=151&leg=1990&cam=2
1076,,1077.,Glãvan ªtefan,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=312&leg=2004&cam=2
1077,,1078.,Gliga Vasile Ghiorghe,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=150&leg=2012&cam=2
1078,,1079.,Glodean Voicu Valentin,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1063&leg=1996&cam=1
1079,,1080.,Godja Petru,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=201&leg=2004&cam=2
1080,,1081.,Goga Octavian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=133&leg=2016&cam=2
1081,,1082.,Goga Petru,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=442&leg=1990&cam=2
1082,,1083.,Gogoi Ion,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=4&leg=2000&cam=1
1083,,1084.,Gogoncea Dan-Lilion,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=133&leg=1992&cam=2
1084,,1085.,Golu Mihail,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=134&leg=1992&cam=2
1085,,1086.,Göndör Marius-Sorin,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=127&leg=2008&cam=2
1086,,1087.,Gongu Petre,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=153&leg=1990&cam=2
1087,,1088.,Gonþea Ion,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=93&leg=2004&cam=2
1088,,1089.,Gorghiu Alina-ªtefania,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=58&leg=2016&cam=1
1089,,1090.,Gorun Gheorghe,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=135&leg=1992&cam=2
1090,,1091.,Gospodaru Gabriel-Dan,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=129&leg=2008&cam=2
1091,,1092.,Goþiu Remus Mihai,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=59&leg=2016&cam=1
1092,,1093.,Grama Horia,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=152&leg=2012&cam=2
1093,,1094.,Grama Mihail,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1146&leg=1996&cam=1
1094,,1095.,Grapã Sebastian,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=73&leg=2012&cam=1
1095,,1096.,Grapini Maria,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=153&leg=2012&cam=2
1096,,1097.,Grãdinariu Maricel,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=380&leg=1992&cam=2
1097,,1098.,Grãdinaru Nicolae,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=122&leg=2000&cam=2
1098,,1099.,Greblã Toni,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=74&leg=2012&cam=1
1099,,1100.,Grec Marcel,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=154&leg=1990&cam=2
1100,,1101.,Grecea Maria,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=154&leg=2012&cam=2
1101,,1102.,Grigoraº Neculai,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=123&leg=2000&cam=2
1102,,1103.,Grigoraº Viorel,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=75&leg=2012&cam=1
1103,,1104.,Grigore Dan,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=51&leg=2004&cam=2
1104,,1105.,Grigore Gigel,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=39&leg=1992&cam=1
1105,,1106.,Grigore Radu,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=155&leg=1990&cam=2
1106,,1107.,Grigorescu Tatiana,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=406&leg=1990&cam=2
1107,,1108.,Grigoriu Bogdan-Victor,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=156&leg=1990&cam=2
1108,,1109.,Grigoriu Mihai-Theodor Constantin,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=55&leg=1996&cam=2
1109,,1110.,Grindeanu Sorin Mihai,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=155&leg=2012&cam=2
1110,,1111.,Grosaru Andi-Gabriel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=134&leg=2016&cam=2
1111,,1112.,Grosaru Mircea,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=156&leg=2012&cam=2
1112,,1113.,Grosu Corneliu,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=55&leg=2008&cam=1
1113,,1114.,Groza Nicolae,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=183&leg=1996&cam=2
1114,,1115.,Groza Spiridon,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=125&leg=1990&cam=1
1115,,1116.,Gubandru Aurel,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=104&leg=2004&cam=2
1116,,1117.,Gudu Vasile,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=135&leg=2016&cam=2
1117,,1118.,Guga Ioan,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=65&leg=2000&cam=1
1118,,1119.,Gulea Aurelian,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=157&leg=1990&cam=2
1119,,1120.,Gunia Dragoº-Ionel,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=158&leg=2012&cam=2
1120,,1121.,Günthner Tiberiu,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=56&leg=2008&cam=1
1121,,1122.,Guran Virgil,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=159&leg=2012&cam=2
1122,,1123.,Gurãu Ion,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=137&leg=1992&cam=2
1123,,1124.,Gurzãu Adrian,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=160&leg=2012&cam=2
1124,,1125.,Gust Bãloºin Florentin,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=161&leg=2012&cam=2
1125,,1126.,Guºã Cozmin Horea,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=241&leg=2004&cam=2
1126,,1127.,Gutzulescu Ion,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=447&leg=1990&cam=2
1127,,1128.,Gvozdenovici Slavomir,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=162&leg=2012&cam=2
1128,,1129.,Gyerkó László,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=57&leg=2008&cam=1
1129,,1130.,Hadârcã Ion,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=60&leg=2016&cam=1
1130,,1131.,Hajdu Menhyhért Gábor,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=40&leg=1992&cam=1
1131,,1132.,Hajdu Menyhért Gábor,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1168&leg=1996&cam=1
1132,,1133.,Halici Nicuºor,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=136&leg=2016&cam=2
1133,,1134.,Hanganu Mihai,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=159&leg=1990&cam=2
1134,,1135.,Hanganu Romeo Octavian,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=269&leg=2004&cam=2
1135,,1136.,Harbuz Liviu,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=163&leg=2012&cam=2
1136,,1137.,Hariga Ioan,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=139&leg=1992&cam=2
1137,,1138.,Haszmann Pál-Péter,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=368&leg=2004&cam=2
1138,,1139.,Haºotti Puiu,2012-2016,senator,,/pls/parlam/structura2015.mp?idm=76&leg=2012&cam=1
1139,,1140.,Havrici Emanuel-Iuliu,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=137&leg=2016&cam=2
1140,,1141.,Hãlmãjan Victor,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=160&leg=1990&cam=2
1141,,1142.,Hãrãtãu Elena,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=343&leg=2016&cam=2
1142,,1143.,Hãrãu Eleonora-Carmen,2016-prezent,senator,,/pls/parlam/structura2015.mp?idm=61&leg=2016&cam=1
1143,,1144.,Hãrdãu Mihail,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=59&leg=2008&cam=1
1144,,1145.,Hãucã Teodor,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1065&leg=1996&cam=1
1145,,1146.,Heckel Matei,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=161&leg=1990&cam=2
1146,,1147.,Hedea Vasile-Ionel,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=162&leg=1990&cam=2
1147,,1148.,Heiuº Lucian-Ovidiu,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=138&leg=2016&cam=2
1148,,1149.,Hellvig Eduard Raul,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=165&leg=2012&cam=2
1149,,1150.,Hilote Eugen-Gheorghe,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=21&leg=1996&cam=2
1150,,1151.,Hîrºu Ion,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=142&leg=2000&cam=1
1151,,1152.,Hlinschi Mihai,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=180&leg=1996&cam=2
1152,,1153.,Hoarã Constantin Emil,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=140&leg=1992&cam=2
1153,,1154.,Hoban Ioan,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=181&leg=2004&cam=2
1154,,1155.,Hobjilã Vasile,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=163&leg=1990&cam=2
1155,,1156.,Hogea Amet,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=164&leg=1990&cam=2
1156,,1157.,Hogea Gheorghe,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=134&leg=2008&cam=2
1157,,1158.,Hogea Vlad Gabriel,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=220&leg=2004&cam=2
1158,,1159.,Hoha Gheorghe,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=13&leg=2000&cam=1
1159,,1160.,Hoinaru Marian,2004-2008,deputat,,/pls/parlam/structura2015.mp?idm=45&leg=2004&cam=2
1160,,1161.,Holban Georgeta-Carmen,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=139&leg=2016&cam=2
1161,,1162.,Holban Titi,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=166&leg=2012&cam=2
1162,,1163.,Holdiº Ioan,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=136&leg=2008&cam=2
1163,,1164.,Holtea Iancu,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=127&leg=2000&cam=2
1164,,1165.,Homescu Radu,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=39&leg=1990&cam=1
1165,,1166.,Honcescu Ion,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=114&leg=2000&cam=1
1166,,1167.,Hopulele Ion,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=165&leg=1990&cam=2
1167,,1168.,Horga Vasile,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=167&leg=2012&cam=2
1168,,1169.,Horj Pavel,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=137&leg=2008&cam=2
1169,,1170.,Hortopan Ion,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=141&leg=1992&cam=2
1170,,1171.,Hossu Valentin Tiberiu,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=399&leg=2000&cam=2
1171,,1172.,Hosszu Zoltan,1992-1996,senator,,/pls/parlam/structura2015.mp?idm=41&leg=1992&cam=1
1172,,1173.,Hrebenciuc Viorel,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=168&leg=2012&cam=2
1173,,1174.,Hristu Ion,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=142&leg=1992&cam=2
1174,,1175.,Hriþcu Florin,2000-2004,senator,,/pls/parlam/structura2015.mp?idm=10&leg=2000&cam=1
1175,,1176.,Hui Ion,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=143&leg=1992&cam=2
1176,,1177.,Huidu Dumitru,1996-2000,senator,,/pls/parlam/structura2015.mp?idm=1066&leg=1996&cam=1
1177,,1178.,Hulea Ioan,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=169&leg=2012&cam=2
1178,,1179.,Humelnicu Augustin Daniel,2008-2012,senator,,/pls/parlam/structura2015.mp?idm=60&leg=2008&cam=1
1179,,1180.,Huncã Mihaela,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=140&leg=2016&cam=2
1180,,1181.,Huþucã Bogdan-Iulian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=141&leg=2016&cam=2
1181,,1182.,Iacob Caius,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=107&leg=1990&cam=1
1182,,1183.,Iacob Elena,1996-2000,deputat,,/pls/parlam/structura2015.mp?idm=52&leg=1996&cam=2
1183,,1184.,Iacob Ridzi Monica Maria,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=170&leg=2012&cam=2
1184,,1185.,Iacob Strugaru Stelicã,2008-2012,deputat,,/pls/parlam/structura2015.mp?idm=140&leg=2008&cam=2
1185,,1186.,Iacoban Sorin-Avram,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=171&leg=2012&cam=2
1186,,1187.,Iacobescu Mihai,1990-1992,senator,,/pls/parlam/structura2015.mp?idm=40&leg=1990&cam=1
1187,,1188.,Iacomi Iulian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=142&leg=2016&cam=2
1188,,1189.,Ialomiþianu Gheorghe,2012-2016,deputat,,/pls/parlam/structura2015.mp?idm=172&leg=2012&cam=2
1189,,1190.,Iamandi Ioan-Cãtãlin,1992-1996,deputat,,/pls/parlam/structura2015.mp?idm=144&leg=1992&cam=2
1190,,1191.,Iancu Iulian,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=143&leg=2016&cam=2
1191,,1192.,Iancu Marius-Ionel,2016-prezent,deputat,,/pls/parlam/structura2015.mp?idm=144&leg=2016&cam=2
1192,,1193.,Iancu Mihai,1990-1992,deputat,,/pls/parlam/structura2015.mp?idm=398&leg=1990&cam=2
1193,,1194.,Ianculescu Marian,2000-2004,deputat,,/pls/parlam/structura2015.mp?idm=129&leg=2000&cam=2
